barcode,title,subtitle,description,manufacturer_name,manufacturer_phone_adress,manufacturer_email,size_color,image,price,currency
0745178679565,Couscous et pâtes alimentaires ,Couscous et pâtes alimentaires ,Couscous et pâtes alimentaires ,Entreprise TADJ,Phone : +213698460958 / Entreprise TADJ – Adresse : Village AIT ATTELI - Larbaâ Nath Irathen - Wilaya de Tizi-Ouzou 15500 Alegria – Algérie Codes à Barres 0745178679565,sarahmok95@gmail.com,,,,DZD
0745110502234,Épices de qualité supérieure Made In Algeria,Épices de qualité supérieure Made In Algeria,Les épices et les condiments de la marque El-BARAKA sont des produits de haute qualité et ils sont produits en Algérie.,EPICES El-BARAKA,Phone : +213770946846 / Adresse : EPICES El-BARAKA - Cité Mahrez Arbia - CHERARBA - Les Eucalyptus - Wilaya d'Alger 16140 – Algeria – Algérie Codes à Barres 0745110502234,epcbaraka@gmail.com,,,,DZD
0745110502876,Épices de qualité supérieure Made In Algeria,Épices de qualité supérieure Made In Algeria,Les épices et les condiments de la marque El-BARAKA sont des produits de haute qualité et ils sont produits en Algérie.,EPICES El-BARAKA,Phone : +213770946846 / Adresse : EPICES El-BARAKA - Cité Mahrez Arbia - CHERARBA - Les Eucalyptus - Wilaya d'Alger 16140 – Algeria – Algérie Codes à Barres 0745110502876,epcbaraka@gmail.com,,,,DZD
0745178936675,FOEPA,CUILLERE PETIT MODEL BLANCH,Ces cuilleres sont fabriquées en plastique PS résistant ce qui leur permet d'être lavées jusqu'à de 30 fois en machine et donc d'être réutilisées.Conditionnées en paquet de 40 Elles bénéficient d'un excellent rapport qualité/prix ! ,SARL FOEPA,0560377322,FOEPASARL16@GMAIL.COM,poids:1.6g longueur:12cm largeur:2.5cm,,dzd,DZD
0705632752814,Pasta ,Pasta ,Pasta ,ZAICH FABRICATION DE PATES ALIMENTAIRES,"00213 777 85 80 34 / Cité 118 logts, Ténès, willaya de Chlef",amouzed522@gmail.com,,,,DZD
0705632889435,Food products,Food products,Food products,SARL ORIGINAL B,"00213 670 06 49 59 / 44 RUE CHENOUA, HYDRA-ALGER",lifecomkhaled@gmail.com,,,,DZD
0710535288537,Industries Multiples,Industries Multiples,Industries Multiples,EURL ORAN ALUMINIUM SUPER LADDER ,"Tel : 00213 541 01 59 37 / Adresse : Hai Tafna N°13, Rue Bachiri Belkacem, Oran, Algerie- Algeria",oasl31000@gmail.com,,,,DZD
0701197920002,Flour,Flour,Flour,ETS ARAR,"Tel: 00213 776 50 73 72 / Adresse: Cité Intissar , 34 Villas, No 02, Relizane , 48000, Algerie - Algeria",sedik3009@yafoo.fr,,,,DZD
0705632829097,OLIVES and vegetables,OLIVES and vegetables,OLIVES and vegetables,SARL BHS ,"Phone :00213 45 62 04 77- 78 / Adresse: 19, RUE Didouche Mourad -SIG -Willaya de MASCARA - 29001 Algeria ",cdjebbour@yahoo.fr,,,,DZD
0705632831519,OLIVES and vegetables,OLIVES and vegetables,OLIVES and vegetables,SARL BHS ,"Phone :00213 45 62 04 77- 78 / Adresse: 19, RUE Didouche Mourad -SIG -Willaya de MASCARA - 29001 Algeria ",cdjebbour@yahoo.fr,,,,DZD
0745114334633,Lampes électriques ,Lampes électriques ,Lampes à diodes électroluminescentes,SARL MCPE,"Phone : 00213 35 74 41 90 / Adresse : CHEMIN NACIONAL 42, SECHIN N°08, El ANASSER, BORDJ BOUARRERIDJ 34030 Algeria",vecaslighting@gmail.com,,,,DZD
0745110133773,Épices et condiments ,Épices et condiments ,Épices et condiments ,TAOUABEL ALADIN توابل علاء الدين,"Phone : 00213 550 40 68 05 / Adresse : Cité 65 Evolutif, villa N°27 35005 - Thenia - Wilaya de Boumerdes – Algerie - Algeria",mp.gtph@gmail.com,,,,DZD
0745114775931,"Epices, ampoules à base de ginseng, gelée royale et Champignons","Epices, ampoules à base de ginseng, gelée royale et Champignons","Epices, ampoules à base de ginseng, gelée royale et Champignons",PRODUITS TAQWA,Phone: 00213 550 48 94 40 / 00213 557 46 56 42 / Adresse: Mechta Barbes - El Djouada - Aïn Oulmene - Willaya de Sétif – 19002 – Algeria,hatem_kilani@yahoo.fr,,,,DZD
0745760975860,Produits alimentaires ,Produits alimentaires ,Produits alimentaires ,ENTREPRISE KHALIL,Entreprise Khalil - 23 Rue Hamana - Lakhdaria - 10002 Wilaya de Bouira – Algeria – Algérie codes à barres 0745760975860 – Phone 00213 674 24 56 88 ,kerkoudmhamed@gmail.com,,,,DZD
0745178679572,Couscous et pâtes alimentaires ,Couscous et pâtes alimentaires ,Couscous et pâtes alimentaires ,Entreprise TADJ,Phone : +213698460958 / Entreprise TADJ – Adresse : Village AIT ATTELI - Larbaâ Nath Irathen - Wilaya de Tizi-Ouzou 15500 Alegria – Algérie Codes à Barres 0745178679572,sarahmok95@gmail.com,,,,DZD
0745110502241,Épices de qualité supérieure Made In Algeria,Épices de qualité supérieure Made In Algeria,Les épices et les condiments de la marque El-BARAKA sont des produits de haute qualité et ils sont produits en Algérie.,EPICES El-BARAKA,Phone : +213770946846 / Adresse : EPICES El-BARAKA - Cité Mahrez Arbia - CHERARBA - Les Eucalyptus - Wilaya d'Alger 16140 – Algeria – Algérie Codes à Barres 0745110502241,epcbaraka@gmail.com,,,,DZD
0745110502883,Épices de qualité supérieure Made In Algeria,Épices de qualité supérieure Made In Algeria,Les épices et les condiments de la marque El-BARAKA sont des produits de haute qualité et ils sont produits en Algérie.,EPICES El-BARAKA,Phone : +213770946846 / Adresse : EPICES El-BARAKA - Cité Mahrez Arbia - CHERARBA - Les Eucalyptus - Wilaya d'Alger 16140 – Algeria – Algérie Codes à Barres 0745110502883,epcbaraka@gmail.com,,,,DZD
0745178936606,FOEPA,FOURCHETTE BLANCHE ,Ces fourchettes sont fabriquées en plastique PS résistant ce qui leur permet d'être lavées jusqu'à de 30 fois en machine et donc d'être réutilisées.Conditionnées en paquet de 40 Elles bénéficient d'un excellent rapport qualité/prix ! Très pratiques.,SARL FOEPA,0560377322,FOEPASARL16@GMAIL.COM,poids: 3.2g longueur:6.5cm largeur:2.5cm,,dzd,DZD
0705632752739,Paper towel,Paper towel,Paper towel,DZ EMBALLAGE,00213 560 99 80 73 / Rue Amara Korba ANNABA.,dzemballage@gmail.com,,,,DZD
0705632889428,Dates,Dates,Dates,SARL GLOBAL FOOD SUPPLIER,"00213 550 86 85 63 / Lot 12 ""Hectares"" Rue K, N°12 Bordj-Bouarreridj",nassim_ameur@yahoo.fr,,,,DZD
0710535288544,Industries Multiples,Industries Multiples,Industries Multiples,EURL ORAN ALUMINIUM SUPER LADDER ,"Tel : 00213 541 01 59 37 / Adresse : Hai Tafna N°13, Rue Bachiri Belkacem, Oran, Algerie- Algeria",oasl31000@gmail.com,,,,DZD
0701197919990,Flour,Flour,Flour,ETS ARAR,"Tel: 00213 776 50 73 72 / Adresse: Cité Intissar , 34 Villas, No 02, Relizane , 48000, Algerie - Algeria",sedik3009@yafoo.fr,,,,DZD
0705632829103,OLIVES and vegetables,OLIVES and vegetables,"OLIVES and vegetables
",SARL BHS ,"Phone :00213 45 62 04 77- 78 / Adresse: 19, RUE Didouche Mourad -SIG -Willaya de MASCARA - 29001 Algeria ",cdjebbour@yahoo.fr,,,,DZD
0705632831526,OLIVES and vegetables,OLIVES and vegetables,OLIVES and vegetables,SARL BHS ,"Phone :00213 45 62 04 77- 78 / Adresse: 19, RUE Didouche Mourad -SIG -Willaya de MASCARA - 29001 Algeria ",cdjebbour@yahoo.fr,,,,DZD
0745114334626,Lampes électriques ,Lampes électriques ,Lampes à diodes électroluminescentes,SARL MCPE,"Phone : 00213 35 74 41 90 / Adresse : CHEMIN NATIONAL 42, SECHIN N°08, El ANASSER, BORDJ BOUARRERIDJ 34030 Algeria",vecaslighting@gmail.com,,,,DZD
0745110133780,Épices et condiments ,Épices et condiments ,Épices et condiments ,TAOUABEL ALADIN توابل علاء الدين,"Phone : 00213 550 40 68 05 / Adresse : Cité 65 Evolutif, villa N°27 35005 - Thenia - Wilaya de Boumerdes – Algerie - Algeria",mp.gtph@gmail.com,,,,DZD
0745114775948,"Epices, ampoules à base de ginseng, gelée royale et Champignons","Epices, ampoules à base de ginseng, gelée royale et Champignons","Epices, ampoules à base de ginseng, gelée royale et Champignons
",PRODUITS TAQWA,Phone: 00213 550 48 94 40 / 00213 557 46 56 42 / Adresse: Mechta Barbes - El Djouada - Aïn Oulmene - Willaya de Sétif – 19002 – Algeria,hatem_kilani@yahoo.fr,,,,DZD
0745760975853,Produits alimentaires ,Produits alimentaires ,Produits alimentaires ,ENTREPRISE KHALIL, Entreprise Khalil - 23 Rue Hamana - Lakhdaria - 10002 Wilaya de Bouira – Algeria – Algerie codes à barres 0745760975853 – Phone 00213 674 24 56 88 ,kerkoudmhamed@gmail.com,,,,DZD
0745125820422,Produits Cosmétiques,Produits Cosmétiques,Produits Cosmétiques,SARL NATURAL SOLUTION,"Téléphone: 00213 560 98 63 47 / Adresse :145, Cité des Frères Ferrad -Ain El Bey – Constantine – 25000 - Algeria – Algérie Codes à Barres 0745125820422",naturalsolution.dz@gmail.com,,,,DZD
0745178679589,Couscous et pâtes alimentaires ,Couscous et pâtes alimentaires ,Couscous et pâtes alimentaires ,Entreprise TADJ,Phone : +213698460958 / Entreprise TADJ – Adresse : Village AIT ATTELI - Larbaâ Nath Irathen - Wilaya de Tizi-Ouzou 15500 Alegria – Algérie Codes à Barres 0745178679589,sarahmok95@gmail.com,,,,DZD
0745110502258,Épices de qualité supérieure Made In Algeria,Épices de qualité supérieure Made In Algeria,Les épices et les condiments de la marque El-BARAKA sont des produits de haute qualité et ils sont produits en Algérie.,EPICES El-BARAKA,Phone : +213770946846 / Adresse : EPICES El-BARAKA - Cité Mahrez Arbia - CHERARBA - Les Eucalyptus - Wilaya d'Alger 16140 – Algeria – Algérie Codes à Barres 0745110502258,epcbaraka@gmail.com,,,,DZD
0745110502890,Épices de qualité supérieure Made In Algeria,Épices de qualité supérieure Made In Algeria,Les épices et les condiments de la marque El-BARAKA sont des produits de haute qualité et ils sont produits en Algérie.,EPICES El-BARAKA,Phone : +213770946846 / Adresse : EPICES El-BARAKA - Cité Mahrez Arbia - CHERARBA - Les Eucalyptus - Wilaya d'Alger 16140 – Algeria – Algérie Codes à Barres 0745110502890,epcbaraka@gmail.com,,,,DZD
0745178936682,FOEPA,CUILLERE PETIT MODEL TRANSPARENT,Ces cuilleres sont fabriquées en plastique PS résistant ce qui leur permet d'être lavées jusqu'à de 30 fois en machine et donc d'être réutilisées.Conditionnées en paquet de 40 Elles bénéficient d'un excellent rapport qualité/prix ! ,SARL FOEPA,0560377322,FOEPASARL16@GMAIL.COM,poids: 1.6g longueur:12cm largeur:2.5cm,,dzd,DZD
0705632718346,Canned fish,Canned fish,Canned fish,"SARL FAT STEPPES, FERME AQUACOLE",00213 551 75 71 90 / 17 RUE ASPIRANT SAADANE. SIDI-BEL- ABBES.,sahraoui2016@yahoo.fr,,,,DZD
0710535288551,Industries Multiples,Industries Multiples,Industries Multiples,EURL ORAN ALUMINIUM SUPER LADDER ,"Tel : 00213 541 01 59 37 / Adresse : Hai Tafna N°13, Rue Bachiri Belkacem, Oran, Algerie- Algeria",oasl31000@gmail.com,,,,DZD
0701197920019,Pasta,Pasta,Pasta,E.T.S MECHITOUA ,"Tel: 00213 666867499 / Adresse: 56, Zone d'activité- Chelgoum El Aid, Mila. Algeria ",mechitoua.ayache@gmail.com,,,,DZD
0705632829110,OLIVES and vegetables,OLIVES and vegetables,OLIVES and vegetables,SARL BHS ," Phone :00213 45 62 04 77- 78 / Adresse: 19, RUE Didouche Mourad -SIG -Willaya de MASCARA - 29001 Algeria ",cdjebbour@yahoo.fr,,,,DZD
0705632831533,OLIVES and vegetables,OLIVES and vegetables,OLIVES and vegetables,SARL BHS ,"Phone :00213 45 62 04 77- 78 / Adresse: 19, RUE Didouche Mourad -SIG -Willaya de MASCARA - 29001 Algeria ",cdjebbour@yahoo.fr,,,,DZD
0745114334619,Lampes électriques ,Lampes électriques ,Lampes à diodes électroluminescentes,SARL MCPE,"Phone : 00213 35 74 41 90 / Adresse : CHEMIN NATIONAL 42, SECHIN N°08, El ANASSER, BORDJ BOUARRERIDJ 34030 Algeria",vecaslighting@gmail.com,,,,DZD
0745125308562,Produits cosmétiques et hygiène,Produits cosmétiques et hygiène,Produits cosmétiques et hygiène,EURL BAIT EL OUTOUR EL ALAMIA,Phone : 00213 663 70 47 14 / Adresse : RUE MOHAMED AOUEBI N°13 Cité Tlidjene 19000 SETIF Algérie Algeria,tahar.mehnana@gmail.com,,,,DZD
0745114564788,Couscous,Couscous,Couscous et pâtes alimentaires,THANINA COUSCOUS,Phone : 00213 662 54 29 22 / Adresse : Cité 50 Logts LSP BLOC D-TIGZIRT SUR MER-TIZI- OUZOU-15019- Algeria ,amarimourad16@yahoo.fr,,,,DZD
0745110133797,Épices et condiments ,Épices et condiments ,Épices et condiments ,TAOUABEL ALADIN توابل علاء الدين,"Phone : 00213 550 40 68 05 / Adresse : Cité 65 Evolutif, villa N°27 35005 - Thenia - Wilaya de Boumerdes – Algerie - Algeria",mp.gtph@gmail.com,,,,DZD
0745114775955,"Epices, ampoules à base de ginseng, gelée royale et Champignons","Epices, ampoules à base de ginseng, gelée royale et Champignons","Epices, ampoules à base de ginseng, gelée royale et Champignons",PRODUITS TAQWA,Phone: 00213 550 48 94 40 / 00213 557 46 56 42 / Adresse: Mechta Barbes - El Djouada - Aïn Oulmene - Willaya de Sétif – 19002 – Algeria,hatem_kilani@yahoo.fr,,,,DZD
0745760975846,Produits alimentaires ,Produits alimentaires ,Produits alimentaires ,ENTREPRISE KHALIL,Entreprise Khalil - 23 Rue Hamana - Lakhdaria - 10002 Wilaya de Bouira – Algeria – Algerie codes à barres 0745760975846 – Phone 00213 674 24 56 88 ,kerkoudmhamed@gmail.com,,,,DZD
0745125820439,Produits Cosmétiques,Produits Cosmétiques,Produits Cosmétiques,SARL NATURAL SOLUTION,"Téléphone: 00213 560 98 63 47 / Adresse :145, Cité des Frères Ferrad -Ain El Bey – Constantine – 25000 - Algeria – Algérie Codes à Barres 0745125820439",naturalsolution.dz@gmail.com,,,,DZD
0745178206587,Transformation matières plastique ,Transformation matières plastique ,Transformation matières plastique : Gants ,Sarl Sara,Sarl Sara - Phone : 00213 554 50 59 15 / Adresse : Zone d'activités Atlas - Route de Beni Tamou - Blida - 09000 - Algeria – Algérie Codes à Barres 0745178206587,sarlsara.contact@gmail.com,,,,DZD
0745178679596,Couscous et pâtes alimentaires ,Couscous et pâtes alimentaires ,Couscous et pâtes alimentaires ,Entreprise TADJ,Phone : +213698460958 / Entreprise TADJ – Adresse : Village AIT ATTELI - Larbaâ Nath Irathen - Wilaya de Tizi-Ouzou 15500 Alegria – Algérie Codes à Barres 0745178679596,sarahmok95@gmail.com,,,,DZD
0745110502265,Épices de qualité supérieure Made In Algeria,Épices de qualité supérieure Made In Algeria,"Les épices et les condiments de la marque El-BARAKA sont des produits de haute qualité et ils sont produits en Algérie.
",EPICES El-BARAKA,Phone : +213770946846 / Adresse : EPICES El-BARAKA - Cité Mahrez Arbia - CHERARBA - Les Eucalyptus - Wilaya d'Alger 16140 – Algeria – Algérie Codes à Barres 0745110502265,epcbaraka@gmail.com,,,,DZD
0745110502906,Épices de qualité supérieure Made In Algeria,Épices de qualité supérieure Made In Algeria,Les épices et les condiments de la marque El-BARAKA sont des produits de haute qualité et ils sont produits en Algérie.,EPICES El-BARAKA,Phone : +213770946846 / Adresse : EPICES El-BARAKA - Cité Mahrez Arbia - CHERARBA - Les Eucalyptus - Wilaya d'Alger 16140 – Algeria – Algérie Codes à Barres 0745110502906,epcbaraka@gmail.com,,,,DZD
0710535288568,Industries Multiples,Industries Multiples,Industries Multiples,EURL ORAN ALUMINIUM SUPER LADDER ,"Tel : 00213 541 01 59 37 / Adresse : Hai Tafna N°13, Rue Bachiri Belkacem, Oran, Algerie- Algeria",oasl31000@gmail.com,,,,DZD
0701197933781,Pasta,Pasta,Pasta,E.T.S MECHITOUA ,"Tel: 00213 666867499 / Adresse: 56, Zone d'activité- Chelgoum El Aid, Mila. Algeria",mechitoua.ayache@gmail.com,,,,DZD
0705632752876,Potato chips,Potato chips,Potato chips,EURL EL GOUTNI FOOD,"Adresse: 46, RUE BOUKHAROUBA ABDELOUAHED GAMBETTA/ ORAN Postal code: 31000 Algeria / Phone: 00213 770 75 33 53",elgoutni.food@gmail.com,,,,DZD
0705632829127,OLIVES and vegetables,OLIVES and vegetables,OLIVES and vegetables,SARL BHS ,"Phone :00213 45 62 04 77- 78 / Adresse: 19, RUE Didouche Mourad -SIG -Willaya de MASCARA - 29001 Algeria ",cdjebbour@yahoo.fr,,,,DZD
0705632831540,OLIVES and vegetables,OLIVES and vegetables,OLIVES and vegetables,SARL BHS ,"Phone :00213 45 62 04 77- 78 / Adresse: 19, RUE Didouche Mourad -SIG -Willaya de MASCARA - 29001 Algeria ",cdjebbour@yahoo.fr,,,,DZD
0745125308579,Produits cosmétiques et hygiène,Produits cosmétiques et hygiène,Produits cosmétiques et hygiène,EURL BAIT EL OUTOUR EL ALAMIA,Phone : 00213 663 70 47 14 / Adresse : RUE MOHAMED AOUEBI N°13 Cité Tlidjene 19000 SETIF Algérie Algeria,tahar.mehnana@gmail.com,,,,DZD
0745114564795,Couscous,Couscous,Couscous et pâtes alimentaires,THANINA COUSCOUS,Phone : 00213 662 54 29 22 / Adresse : Cité 50 Logts LSP BLOC D-TIGZIRT SUR MER-TIZI- OUZOU-15019- Algeria ,amarimourad16@yahoo.fr,,,,DZD
0745114660800,Conditionnement de légumes secs ,Conditionnement de légumes secs ,Conditionnement de légumes secs ,Entreprise GIRNDO,Adresse: Daira de Khemis Meliana - Willaya de Ain Defla - 44000 - Algeria,haitham.naime@gmail.com,,,,DZD
0745110133803,Épices et condiments ,Épices et condiments ,Épices et condiments ,TAOUABEL ALADIN توابل علاء الدين,"Phone : 00213 550 40 68 05 / Adresse : Cité 65 Evolutif, villa N°27 35005 - Thenia - Wilaya de Boumerdes – Algerie - Algeria",mp.gtph@gmail.com,,,,DZD
0745114775962,"Epices, ampoules à base de ginseng, gelée royale et Champignons","Epices, ampoules à base de ginseng, gelée royale et Champignons","Epices, ampoules à base de ginseng, gelée royale et Champignons",PRODUITS TAQWA,Phone: 00213 550 48 94 40 / 00213 557 46 56 42 / Adresse: Mechta Barbes - El Djouada - Aïn Oulmene - Willaya de Sétif – 19002 – Algeria,hatem_kilani@yahoo.fr,,,,DZD
0745114755605,FRUITS ROUGES 33CL,Eau aromatisée AQUAMIX,FRUITS ROUGES 33CL,BS Food,Tel :00213 21 81 09 13 / Adresse : 70 Cité Sbaat - Rouiba – Alger – Algerie ,aquamixdz@gmail.com,,,,DZD
0745114864383,Produits pharmaceutiques et parapharmaceutiques,Produits pharmaceutiques et parapharmaceutiques,"Appareils Médicaux, produits pharmaceutiques / parapharmaceutiques et produits cosmétiques",ZMS MÉDICAL,Adresse : Chaabet Lachbour Quartier Touzouz Ghardaia 47001 Algeria Tel : 00213 29 20 79 23 / Algeria,zmsmedicale@gmail.com,,,,DZD
0745760975839,Produits alimentaires ,Produits alimentaires ,Produits alimentaires ,ENTREPRISE KHALIL,Entreprise Khalil - 23 Rue Hamana - Lakhdaria - 10002 Wilaya de Bouira – Algeria – Algerie codes à barres 0745760975839 – Phone 00213 674 24 56 88 ,kerkoudmhamed@gmail.com,,,,DZD
0745125820446,Produits Cosmétiques,Produits Cosmétiques,Produits Cosmétiques, SARL NATURAL SOLUTION,"Téléphone: 00213 560 98 63 47 / Adresse :145, Cité des Frères Ferrad -Ain El Bey – Constantine – 25000 - Algeria – Algérie Codes à Barres 0745125820446",naturalsolution.dz@gmail.com,,,,DZD
